state|county|totpop|totalhouseholds|whitepct|blackpct|asianpct|hispanpct|foreignlangpct|average_household_size|home_own_pct|median_home_value|median_rent|pct_moved_last_two_years|median_income|percent_poor|healthpct|bachelorpct|firstreg|secondreg|thirdreg
"Arkansas"|"Crittenden County"|48672|19074|.4349113|.479783|.0069239|.0255999|.1038174|2.52|.5743945|114600|732|.016|40161|.179|.907154|.0758958|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Cross County"|16824|6653|.7358536|.1866976|.0002972|.0099263|.0669876|2.49|.6684203|86100|711|.024|46787|.113|.9107228|.0586068|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Dallas County"|7279|2969|.5341393|.432477|.0005495|.0134634|.0678665|2.21|.6769956|70400|673|.024|38072|.108|.8377525|.0675917|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Desha County"|11709|5204|.4876591|.4659663|.0043556|.0613204|.1264839|2.23|.6147195|70300|495|.025|31893|.243|.9315057|.0691776|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Drew County"|18417|7157|.6847478|.2871803|.0032579|.0343161|.0870934|2.43|.6769596|99800|658|.026|46997|.145|.9234403|.0977358|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Faulkner County"|123624|44575|.8206335|.114007|.0132741|.0409306|.1140313|2.66|.6231295|161500|826|.013|52827|.108|.9012409|.117736|"Evangelical Protestant"|"Southern Baptist"|""
"Arkansas"|"Franklin County"|17738|6723|.9404668|.0098094|.0082309|.0302176|.0825347|2.58|.7050424|100900|625|.027|38923|.142|.9300372|.0674259|"Evangelical Protestant"|"Southern Baptist"|"American Baptist"
"Arkansas"|"Fulton County"|12231|4973|.959529|.004742|.0006541|.0160249|.0614014|2.42|.7973055|86400|545|.024|35405|.155|.8668956|.0676151|"Evangelical Protestant"|"Southern Baptist"|"Church of Christ"
"Arkansas"|"Garland County"|98555|40209|.8605043|.0821064|.0059662|.0563442|.1132058|2.4|.6782064|139900|771|.013|44777|.127|.8839734|.1010705|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Grant County"|18126|6863|.9478098|.0265916|.0003862|.0274743|.0767958|2.62|.8012531|124600|736|.02|55388|.11|.9430652|.0868366|"Evangelical Protestant"|"American Baptist"|"Southern Baptist"
"Arkansas"|"Greene County"|44937|17254|.947037|.0192269|.0036496|.0285066|.0794223|2.56|.6700475|118800|698|.018|47056|.117|.9121214|.074393|"Evangelical Protestant"|"Southern Baptist"|"Church of Christ"
"Arkansas"|"Hempstead County"|21842|8094|.5733449|.301346|.0011904|.1281934|.173702|2.65|.6927354|81100|694|.022|42860|.179|.8980405|.0667979|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Hot Spring County"|33597|12599|.8463256|.1141173|.0039587|.0350031|.0728339|2.5|.7785538|96700|619|.021|43889|.134|.8685895|.0632795|"Evangelical Protestant"|"American Baptist"|"Southern Baptist"
"Arkansas"|"Howard County"|13311|5142|.6736534|.2087747|.0027045|.125385|.1908948|2.55|.6894205|95900|601|.029|36059|.156|.9027871|.067463|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Independence County"|37427|14322|.9111336|.0192374|.0070537|.0631362|.1108024|2.54|.7164502|98900|631|.02|44319|.12|.9007401|.0779651|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Izard County"|13570|4851|.9396463|.0182756|0|.0231393|.0759027|2.6|.7606679|82700|570|.022|42876|.097|.8733235|.0652174|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Jackson County"|17027|6137|.7770013|.122805|.0004698|.0288953|.0757033|2.34|.6936614|66600|588|.026|34109|.182|.779233|.0453398|"Evangelical Protestant"|"Southern Baptist"|"Church of Christ"
"Arkansas"|"Jefferson County"|69282|26801|.3965676|.5652983|.0095263|.0210011|.0980486|2.36|.6210216|83500|740|.012|40726|.174|.8682342|.0793713|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Johnson County"|26372|9682|.9121796|.0159639|.02059|.1392007|.1934249|2.64|.7041934|103500|620|.019|38511|.16|.8832095|.0618838|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Lafayette County"|6800|2784|.5995588|.36|.0039706|.0267647|.0727941|2.4|.7909483|64600|473|.027|32397|.215|.9005882|.0833824|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Lawrence County"|16549|6463|.9663424|.0112393|.0015107|.0154692|.0702761|2.48|.6732168|76800|549|.02|39993|.103|.9175781|.0728141|"Evangelical Protestant"|"Southern Baptist"|"Church of Christ"
"Arkansas"|"Lee County"|9194|3206|.4295193|.5555797|.0016315|.0250163|.0782032|2.36|.5979413|74000|525|.034|29681|.168|.7660431|.062432|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Lincoln County"|13455|3773|.6593831|.3051654|0|.0393162|.0839093|2.22|.7712696|76300|534|.023|46596|.147|.5752509|.0511334|"Evangelical Protestant"|"Southern Baptist"|"American Baptist"
"Arkansas"|"Little River County"|12347|5363|.7389649|.2194865|.0034016|.0153074|.0741881|2.27|.7152713|77900|601|.026|45113|.111|.9259739|.0573419|"Evangelical Protestant"|"Southern Baptist"|""
"Arkansas"|"Logan County"|21668|8417|.9178051|.013753|.0218756|.0297674|.0918405|2.5|.7368421|99000|581|.026|41466|.123|.922974|.062027|"Evangelical Protestant"|"Southern Baptist"|"Catholic"
"Arkansas"|"Lonoke County"|72528|26895|.8870919|.0566678|.0090034|.0446862|.1071448|2.67|.6924707|142500|796|.016|59094|.084|.9078563|.0947496|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Madison County"|16211|6279|.9361545|.0030226|.0125224|.0572451|.1110974|2.57|.7802198|120400|615|.029|41682|.138|.8922337|.0565665|"Evangelical Protestant"|"Southern Baptist"|"Church of Christ"
"Arkansas"|"Marion County"|16476|6782|.9601845|.0048555|.0089221|.0230032|.0622117|2.4|.7885579|120700|632|.021|36719|.135|.9359068|.081816|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Miller County"|43572|16426|.6978794|.2476131|.0039704|.0332783|.086294|2.57|.6464751|109100|737|.014|43371|.173|.8787754|.078376|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Mississippi County"|42126|16389|.6032141|.3373688|.0056497|.0413047|.1090301|2.52|.5636097|84500|632|.018|39962|.19|.9091535|.0562361|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Monroe County"|7050|3333|.5456738|.4297872|.0042553|.006383|.0750355|2.09|.5988599|61400|517|.032|38468|.181|.9004256|.0693617|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Montgomery County"|8950|3754|.9214525|.003352|.0040223|.043352|.0830168|2.35|.8132659|102800|509|.025|35741|.162|.8844693|.0602235|"Evangelical Protestant"|"Southern Baptist"|""
"Arkansas"|"Nevada County"|8351|3397|.628308|.3453479|.0003592|.0002395|.061789|2.41|.6694142|66300|696|.039|38042|.208|.8892348|.0724464|"Evangelical Protestant"|"Black Protestant"|"African Methodist Episcopal"
"Arkansas"|"Newton County"|7812|2936|.9416283|.000256|.0065284|.0042243|.0505632|2.64|.8419619|114700|547|.027|38082|.092|.9415002|.1039427|"Evangelical Protestant"|"Southern Baptist"|"Assemblies of God"
"Arkansas"|"Ouachita County"|23830|9658|.5699539|.4164079|.0007554|.0234159|.0817457|2.43|.6912404|75300|525|.021|35425|.183|.9156945|.0597986|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Perry County"|10355|3668|.9621439|.0066634|0|.0292612|.0796717|2.78|.7644493|106300|631|.034|48667|.135|.939353|.0619025|"Evangelical Protestant"|"Southern Baptist"|"Assemblies of God"
"Arkansas"|"Phillips County"|18606|7485|.3611201|.6315167|0|.0188111|.0854026|2.46|.4818971|70700|586|.029|29320|.274|.9078254|.0557347|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Pike County"|10756|4280|.9087021|.0408144|.0056713|.06508|.1031982|2.47|.7878504|84900|601|.02|40401|.121|.8953142|.0756787|"Evangelical Protestant"|"Southern Baptist"|"American Baptist"
"Arkansas"|"Poinsett County"|23896|9526|.883537|.0457399|.0005022|.0304235|.0857884|2.47|.6292253|78800|603|.016|40921|.164|.8744141|.0536491|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Polk County"|20094|8243|.9161441|.0047278|.0028367|.0658903|.1211307|2.42|.7668325|99300|639|.024|37974|.197|.8897681|.0602667|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Pope County"|63761|22579|.9121877|.0299399|.0103198|.0901962|.1369646|2.67|.6892688|126400|681|.013|43462|.13|.905381|.0956227|"Evangelical Protestant"|"Southern Baptist"|"Assemblies of God"
"Arkansas"|"Prairie County"|8189|3776|.8572475|.124191|.002076|.0173403|.0653315|2.13|.7394068|67400|619|.027|42660|.111|.9067041|.0803517|"Evangelical Protestant"|"Southern Baptist"|"American Baptist"
"Arkansas"|"Pulaski County"|392967|158051|.5592403|.3684839|.0223963|.061509|.1412485|2.44|.5880254|157200|861|.006|51749|.123|.9056765|.1404876|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Randolph County"|17695|7355|.9517943|.0108505|.0011868|.0207403|.0840916|2.36|.7171992|87200|619|.029|37218|.138|.9114439|.0616558|"Evangelical Protestant"|"Southern Baptist"|"Church of Christ"
"Arkansas"|"St. Francis County"|25900|9388|.4104247|.534556|.0061776|.0518533|.1020077|2.41|.547401|64600|633|.021|35348|.198|.7990733|.0452896|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Saline County"|119415|44075|.8843948|.0713311|.0127957|.0476322|.1062346|2.68|.7809189|156800|847|.011|64412|.061|.9307206|.1192899|"Evangelical Protestant"|"Southern Baptist"|"American Baptist"
"Arkansas"|"Scott County"|10376|3944|.8904202|.0024094|.0072282|.0770046|.1030262|2.61|.7378296|76300|564|.03|36092|.13|.8940825|.0360447|"Evangelical Protestant"|"Southern Baptist"|"Pentecostal Church of God"
"Arkansas"|"Searcy County"|7908|3327|.9324734|.0060698|.006955|.0241528|.0562721|2.35|.7394049|103500|535|.028|36438|.167|.9252656|.0652504|"Evangelical Protestant"|"Southern Baptist"|"Assemblies of God"
"Arkansas"|"Sebastian County"|127591|51228|.7347854|.0677321|.044964|.1422044|.2072247|2.45|.5881549|123100|696|.011|46228|.129|.8887382|.0980163|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Sevier County"|17081|5885|.629003|.0484164|.0044494|.3343481|.379486|2.88|.7138488|84300|581|.026|47704|.158|.8264738|.0509338|"Evangelical Protestant"|"Southern Baptist"|"Catholic"
"Arkansas"|"Sharp County"|17139|7447|.9501138|.0083435|.0008169|.0228135|.0593383|2.27|.7715859|80700|527|.02|34671|.164|.9273586|.0485443|"Evangelical Protestant"|"Southern Baptist"|"American Baptist"
"Arkansas"|"Stone County"|12475|4787|.9654509|.0008818|.0050501|.019479|.059479|2.58|.7463965|121100|604|.025|38188|.103|.9157515|.071984|"Evangelical Protestant"|"Southern Baptist"|"American Baptist"
"Arkansas"|"Union County"|39449|15726|.6388248|.3266749|.0065401|.0399757|.1065933|2.48|.754483|86500|674|.017|44663|.149|.9165251|.1022586|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Van Buren County"|16642|6813|.9503666|.006069|.0022233|.0312462|.064896|2.41|.785557|101700|644|.022|38499|.135|.8938829|.0656772|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Washington County"|232289|87325|.7718489|.0367861|.0248268|.1678039|.2364684|2.57|.5259433|173400|794|.008|50451|.104|.8768603|.1218439|"Evangelical Protestant"|"Southern Baptist"|"Catholic"
"Arkansas"|"White County"|78762|29055|.9110231|.0435997|.007402|.0434473|.1199182|2.58|.6606436|120100|702|.015|44029|.118|.910693|.0820954|"Evangelical Protestant"|"Southern Baptist"|"Church of Christ"
"Arkansas"|"Woodruff County"|6533|2932|.698454|.281494|.0090311|.0045921|.0606153|2.19|.6538199|66400|504|.032|32845|.179|.9234655|.0707179|"Evangelical Protestant"|"Southern Baptist"|"United Methodist"
"Arkansas"|"Yell County"|21464|7503|.7861069|.0245061|.0110417|.2015468|.24194|2.82|.7147807|109400|573|.024|43923|.132|.9081252|.0610324|"Evangelical Protestant"|"Southern Baptist"|"Catholic"
"California"|"Alameda County"|1656754|577177|.4046249|.1060815|.3014219|.2239433|.4878232|2.82|.5351755|769300|1797|.002|99406|.062|.9510604|.1933413|"Catholic"|"Evangelical Protestant"|""
"California"|"Alpine County"|1039|350|.5765159|.0086622|.0096246|.1251203|.1357074|2.87|.84|365300|538|.023|63750|.087|.9114533|.1568816|"Evangelical Protestant"|""|""
"California"|"Amador County"|38429|14594|.8672357|.0235239|.0132192|.1389576|.1415337|2.38|.7650405|313700|1103|.016|62772|.062|.8618491|.1035416|"Catholic"|"Evangelical Protestant"|"Mormon"
"California"|"Butte County"|225817|85320|.8156162|.0153266|.0461967|.1634775|.19952|2.57|.5899086|271700|1060|.007|52537|.111|.9277202|.1174314|"Catholic"|"Evangelical Protestant"|"Mormon"
"California"|"Calaveras County"|45514|16942|.9046227|.0069209|.0150283|.1206003|.1112185|2.66|.7775351|319500|1339|.013|63158|.074|.9478183|.0935976|"Catholic"|"Evangelical Protestant"|"Mormon"
"California"|"Colusa County"|21454|7227|.8832386|.0152419|.0144029|.5937355|.5520649|2.94|.6102117|265200|889|.021|59401|.103|.8948914|.0709891|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"California"|"Contra Costa County"|1142251|394769|.5584622|.087233|.1671988|.2558965|.3944046|2.87|.6592311|625800|1819|.003|99716|.062|.9447801|.1808902|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"California"|"Del Norte County"|27495|9945|.7485361|.034188|.0322968|.1974541|.170431|2.47|.6307693|218800|878|.019|45283|.147|.8358247|.0622295|"Evangelical Protestant"|"Catholic"|"Mormon"
"California"|"El Dorado County"|188563|70974|.8762801|.0080398|.0452899|.1283338|.1621368|2.63|.7573196|460900|1260|.007|83377|.051|.9477416|.1644755|"Catholic"|"Evangelical Protestant"|""
"California"|"Fresno County"|984521|307906|.6500471|.0475175|.1034584|.5305768|.4897194|3.14|.5330328|255000|998|.004|53969|.183|.9061279|.0861018|"Catholic"|"Evangelical Protestant"|""
"California"|"Glenn County"|27976|10085|.8108736|.0082213|.0294896|.4175007|.4255076|2.74|.5937531|233200|835|.02|49633|.146|.9043466|.070203|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"California"|"Humboldt County"|135940|54679|.7985656|.0110784|.0308666|.115654|.163962|2.41|.5683718|313200|981|.012|48041|.105|.9114977|.1378917|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"California"|"Imperial County"|180701|44829|.6511198|.0248421|.0148311|.8421204|.7848158|3.81|.5834616|195800|830|.009|47622|.205|.8700727|.0648364|"Catholic"|"Evangelical Protestant"|"Assemblies of God"
"California"|"Inyo County"|17977|7950|.7882294|.0085109|.0194693|.2236191|.2176114|2.18|.6545912|269100|919|.022|57316|.076|.9228458|.1224342|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"California"|"Kern County"|887641|270282|.7437094|.0546955|.0474291|.5332944|.486334|3.17|.5829245|213900|978|.004|53350|.172|.8918594|.0664323|"Catholic"|"Evangelical Protestant"|""
"California"|"Kings County"|150691|43452|.6772932|.0639852|.0386022|.5449297|.459908|3.13|.523175|215900|990|.014|57848|.146|.8224048|.0625784|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"California"|"Lake County"|64195|25660|.769359|.0225407|.0112626|.2059973|.2109977|2.46|.6638348|219400|978|.015|47040|.141|.9187632|.0725757|"Catholic"|"Evangelical Protestant"|"Mormon"
"California"|"Lassen County"|30818|9280|.8217276|.0871569|.013888|.1896294|.2216886|2.26|.6756465|203000|956|.016|56352|.1|.6573431|.067493|"Catholic"|"Evangelical Protestant"|"Mormon"
"California"|"Los Angeles County"|10100000|3316795|.5126625|.081384|.1461301|.4848882|.592168|2.99|.4581278|583200|1460|.001|68044|.112|.8974509|.1449042|"Catholic"|"Evangelical Protestant"|""
"California"|"Madera County"|155433|44881|.6954765|.0318401|.0207742|.577728|.4936854|3.28|.641073|251200|1014|.011|57585|.158|.8688695|.0638024|"Catholic"|"Evangelical Protestant"|""
"California"|"Marin County"|259943|105432|.7782975|.0221856|.0591168|.1597542|.2553791|2.4|.6365715|995800|2069|.007|115246|.038|.9480309|.2514821|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"California"|"Mariposa County"|17420|7643|.8841562|.0145235|.0120551|.1126866|.1339839|2.13|.6842863|275700|929|.023|48820|.104|.9349598|.1245121|"Catholic"|"Evangelical Protestant"|""
"California"|"Mendocino County"|87224|34408|.8361804|.0071999|.0206938|.2510548|.2602036|2.47|.5990177|377500|1146|.01|51416|.13|.9050147|.111036|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"California"|"Merced County"|271382|80008|.5506408|.0318555|.0749829|.5962592|.5698609|3.32|.5223852|252700|1021|.009|53672|.172|.9073336|.0539092|"Catholic"|"Evangelical Protestant"|""
"California"|"Modoc County"|8907|3616|.8954754|.0152689|.0111149|.1449422|.1712137|2.33|.7488938|140600|717|.029|45507|.109|.8540474|.0716291|"Catholic"|"Evangelical Protestant"|"Mormon"
"California"|"Mono County"|14310|4765|.8330538|.0077568|.0256464|.2700908|.2889588|2.93|.6438615|312500|1206|.03|62260|.049|.8324947|.1456324|"Catholic"|"Evangelical Protestant"|"Mormon"
"California"|"Monterey County"|433410|127155|.5329642|.0262269|.056127|.5867285|.5845274|3.27|.5104007|516600|1495|.005|71015|.096|.8681248|.0943795|"Catholic"|"Evangelical Protestant"|""
"California"|"Napa County"|139623|48705|.7338834|.0206485|.0813047|.340517|.3818282|2.78|.6421517|635900|1700|.007|88596|.051|.9291736|.1634115|"Catholic"|"Evangelical Protestant"|"Seventh-Day Adventist"
"California"|"Nevada County"|99244|40855|.9242473|.0057434|.0108117|.094444|.1150296|2.4|.7420389|431000|1273|.01|66096|.066|.9249828|.1855226|"Evangelical Protestant"|""|""
"California"|"Orange County"|3168044|1037492|.6096074|.0175474|.2048715|.3405022|.4881053|3.01|.5737606|679300|1854|.002|90234|.074|.9191974|.1782551|"Catholic"|"Evangelical Protestant"|""
"California"|"Placer County"|385512|142855|.8215464|.0171875|.0749886|.139993|.1999626|2.67|.7185608|471500|1542|.006|89691|.055|.953231|.1855143|"Evangelical Protestant"|"Catholic"|""
"California"|"Plumas County"|18660|8450|.9032691|.008896|.0118971|.0894962|.1187031|2.16|.7285207|242300|916|.017|55359|.075|.9611468|.1147374|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"California"|"Riverside County"|2411439|724893|.5990838|.0650383|.0652146|.4891179|.4490874|3.28|.663469|350100|1375|.002|67005|.104|.9040602|.0917801|"Catholic"|"Evangelical Protestant"|""
"California"|"Sacramento County"|1524553|543025|.5732205|.098318|.1570605|.2317519|.3704332|2.76|.5641066|351900|1252|.003|67151|.107|.9367847|.1378397|"Catholic"|"Evangelical Protestant"|""
"California"|"San Benito County"|60376|18135|.8156387|.0081324|.0298794|.597605|.4361667|3.31|.6371105|551500|1535|.013|86958|.069|.9223864|.0876838|"Catholic"|"Evangelical Protestant"|"Mormon"
"California"|"San Bernardino County"|2149031|636041|.6120144|.0834292|.0718147|.533205|.4625741|3.29|.5978876|328200|1283|.003|63362|.127|.8945929|.0854306|"Catholic"|"Evangelical Protestant"|""
"California"|"San Diego County"|3316073|1125286|.7073629|.0502854|.119039|.3370001|.4154115|2.87|.5332902|563700|1658|.002|78980|.078|.8939158|.1609509|"Catholic"|"Evangelical Protestant"|""
"California"|"San Francisco County"|874961|362354|.4640847|.0520663|.3440359|.1523657|.4543414|2.36|.3759831|1097800|1895|.003|112449|.055|.9588541|.2762398|"Catholic"|"Mainline Protestant"|"United Methodist"
"California"|"San Joaquin County"|742603|228567|.5646193|.069931|.1555757|.4140342|.4503604|3.17|.5662191|342100|1208|.005|64432|.116|.9229131|.0811685|"Catholic"|"Evangelical Protestant"|""
"California"|"San Luis Obispo County"|282165|105981|.8545461|.0188507|.0364893|.2251661|.217791|2.51|.6156575|574000|1476|.007|73518|.061|.9177361|.1468502|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
